[ApkAdmin/server]2025-10-12 09:58:24.134	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/initialize/redis.go:31	redis connect ping failed, err:	{"name": "", "error": "NOAUTH Authentication required."}
[ApkAdmin/server]2025-10-12 17:14:15.031	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:19.798	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:23.078	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:28.679	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:34.162	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:37.503	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:14:41.910	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:15:30.651	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:15:44.525	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/api/v1/project/user.go:30	获取失败!	{"error": "sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus; sql: Scan error on column index 6, name \"account_status\": unsupported Scan, storing driver.Value type int64 into type *project.AccountStatus"}
[ApkAdmin/server]2025-10-12 17:40:36.356	[31merror[0m	/Volumes/workspace/GoProjects/ApkAdmin/utils/captcha/redis.go:44	RedisStoreGetError!	{"error": "redis: nil"}
